,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
5978,568481836290220033,negative,1.0,Customer Service Issue,0.6957,US Airways,,nickpasculli,,0,@USAirways over an hour now and still no one at the Yuma counter,,2015-02-19 10:46:46-08:00,"Monterey County, CA",Arizona
1304,569170541250129920,neutral,1.0,,,United,,LuxuryFred,,0,@United lounge @ #Heathrow Used by @AirNZUSA http://t.co/6hJucP694l,,2015-02-21 08:23:26-08:00,In First Class,Arizona
1499,568884211739971584,positive,0.6561,,,United,,d_goodspeed,,0,“@united: @d_goodspeed We will follow up with our Maintenance team. Thanks for the tweet. ^KP” THANK YOU!  United Cares!,"[33.63992689, -84.44705534]",2015-02-20 13:25:40-08:00,USA,Central Time (US & Canada)
6726,570092530236149761,negative,1.0,Flight Booking Problems,0.6527,American,,samcurly,,0,@AmericanAir There are only 24 hours to Cancelled Flight or change itineraries booked online and that 24 hours is just about over. Impossible scenario,,2015-02-23 21:27:05-08:00,LA,Pacific Time (US & Canada)
4013,569659637575917568,negative,0.6491,Customer Service Issue,0.6491,Delta,,aaronkinnari,,0,"@JetBlue okay. Names of SJ crew are Alamo, Tatiana. Keep telling me to hold, then leave desk. Ali told me he couldn't help bc going on break",,2015-02-22 16:46:56-08:00,Gotham,Quito
7422,569672807715463168,negative,0.6888,Cancelled Flight,0.6888,American,,Cbarker5,,0,@AmericanAir my flight I have reserved for tomorrow has been Cancelled Flightled. Can I Cancelled Flight my reservation and get a full refund?,,2015-02-22 17:39:16-08:00,"Kingsville, TX",Central Time (US & Canada)
7065,569900705852608513,negative,1.0,Customer Service Issue,1.0,American,,tranpham18,,0,@AmericanAir still no response from AA. great job guys!,,2015-02-23 08:44:51-08:00,New York City,Eastern Time (US & Canada)
4217,569283532167757826,negative,1.0,Customer Service Issue,0.6614,Delta,,SpedAdvocates,,0,@JetBlue what crew? No one here is helping.,,2015-02-21 15:52:25-08:00,"Wellesley, MA",Eastern Time (US & Canada)
6013,568397140977979392,negative,1.0,Customer Service Issue,1.0,US Airways,,NovaCat91,,0,@USAirways [Part 2 of 2] she tried calling cust serv and the system hung up and her. Twice. Are you having system issues? Please advise.,,2015-02-19 05:10:13-08:00,"40.0587, -75.3659",Eastern Time (US & Canada)
1019,569516566380875778,negative,1.0,Damaged Luggage,1.0,United,,NosihtamInc,,0,@united I would like your baggage damage number as well! Another great thing from your 'trained' staff! Whats the number please.. Claim time,,2015-02-22 07:18:25-08:00,"Winnipeg, Manitoba",Central Time (US & Canada)
6564,570240784357830659,negative,1.0,Can't Tell,0.6341,American,,mwecker,,0,@AmericanAir I picked the nonstop flight bc I had things to get to. Should’ve taken diff route or airline I suppose!,,2015-02-24 07:16:12-08:00,"Washington, DC",Eastern Time (US & Canada)
5152,569910441423417345,neutral,1.0,,,US Airways,,ColfaxCapital,,0,"@USAirways great operation you guys are running. More mechanical issues, and now taping piece of plane together LOL http://t.co/I5V9wfbtuE",,2015-02-23 09:23:32-08:00,"39.0708° N, 106.9886° W",Quito
4794,567973066929614848,neutral,0.6872,,,Delta,,JetBlueNews,,0,@JetBlue marks 15th birthday with 'Blumanity' paint job - @Dallas_News (blog) http://t.co/lFGR0Nifut,,2015-02-18 01:05:06-08:00,USA,Sydney
3489,567825886449250304,positive,0.6927,,,Southwest,,lucky_dawg7,,0,@SouthwestAir All pieces were found and safely delivered to our home this afternoon.,,2015-02-17 15:20:15-08:00,Seattle area,Pacific Time (US & Canada)
3540,567779798782595072,neutral,1.0,,,Southwest,,bendayhoe,,0,@SouthwestAir Hi there! I just got my known traveler# and would like to add it to a flight that I already purchased. What's my best option?,,2015-02-17 12:17:07-08:00,"Santa Ana, California",Pacific Time (US & Canada)
4317,568970344154836993,neutral,1.0,,,Delta,,thatsmypotpie,,0,@JetBlue flight 1183 to Orlando.,,2015-02-20 19:07:55-08:00,Central Perk,Eastern Time (US & Canada)
6227,567821288820203520,negative,1.0,Customer Service Issue,1.0,US Airways,,DocWaaaaaa,,0,@USAirways I been on hold with U for 40mins wasting my time and $ &amp; I don't appreciate it #WheresTheCustomerServiceAt http://t.co/phI2IfNjIT,,2015-02-17 15:01:59-08:00,NEXT D00R 2 U  ( Chiangles ),Pacific Time (US & Canada)
6376,570287638084763648,negative,1.0,Late Flight,0.6585,American,,THE_amandajean,,0,@AmericanAir come on I just want to go home I can't miss another day of work #stuckinmemphis #texasisclosed,,2015-02-24 10:22:23-08:00,the one and only TEXAS!!!!,Mountain Time (US & Canada)
7212,569771576528220161,negative,1.0,Can't Tell,0.6518,American,,PiersDenney,,0,@AmericanAir No it isn't -  sheer incompetence was reigning at DFW today. I was there. On a plane on the GD runway. I doubt you were.,,2015-02-23 00:11:44-08:00,"Kansas City, MO USA",Central Time (US & Canada)
520,570000614794489856,negative,0.7008,Can't Tell,0.7008,United,,aliasboogie,,0,@United never heard of this? http://t.co/QDebyaHqfM,,2015-02-23 15:21:51-08:00,"New York City, NY",Eastern Time (US & Canada)
5841,568795462125428736,negative,1.0,Bad Flight,1.0,US Airways,,carrieryan,,0,@USAirways headed to NYC from CLT. Funny to hear all phones ring at once and then the entire plane groan (has happened twice more).,,2015-02-20 07:33:00-08:00,"Charlotte, NC",Eastern Time (US & Canada)
4860,567807269707206657,negative,1.0,Lost Luggage,1.0,Delta,,edgarsantana,,0,"@JetBlue pls find my bag, I need 2 get home! Very frustrating. Hope my bag is somewhere in @NY_NJairports. Leaving the #jfk w/o my luggage.",,2015-02-17 14:06:17-08:00,"ÜT: 40.96513,-73.872957",Eastern Time (US & Canada)
444,570083363169669121,neutral,0.6842,,,United,,rholbrook,,0,"@united Follow me back, please, and I'll happily DM you the link because I'd rather not share my travel plans publicly.",,2015-02-23 20:50:40-08:00,"Brooklyn, NY",Eastern Time (US & Canada)
6220,567832153670705152,positive,0.6742,,0.0,US Airways,,michael_lepp,,0,@USAirways Thanks. It would be better from the gate agent at C14 in Charlotte boarding flight 1791.,"[27.96879606, -82.55192621]",2015-02-17 15:45:09-08:00,"Charlotte, North Carolina",Quito
4792,567995970232795136,neutral,1.0,,,Delta,,JetBlueNews,,0,@JetBlue Dumps Amex - Nassau News Live http://t.co/DZg99JFIiK,,2015-02-18 02:36:06-08:00,USA,Sydney
4050,569616576481267712,neutral,1.0,,,Delta,,BernardLeCroix,,0,@JetBlue What confirmation number?,,2015-02-22 13:55:49-08:00,"Providence, RI",Eastern Time (US & Canada)
4057,569606966772940801,negative,1.0,Late Flight,0.6684,Delta,,Ketzirah,,0,@JetBlue exactly why is my flight delayed? 599 BDL to DCA? Can't seem to get an answer,,2015-02-22 13:17:38-08:00,"Washington, DC",Eastern Time (US & Canada)
4313,568982494676172800,neutral,1.0,,,Delta,,FerrisSalameh,,0,"@JetBlue since high likelihood of snow at time of flight tomorrow, any chance I can rebook for Sunday?","[40.71716644, -73.96426215]",2015-02-20 19:56:12-08:00,"Brooklyn, NY",Eastern Time (US & Canada)
3739,570030390309552128,neutral,1.0,,,Delta,,fromtheleftseat,,0,@JetBlue plan to repair its brand http://t.co/ui9M8YpzH2 via @WSJ,,2015-02-23 17:20:10-08:00,Phoenix AZ,Arizona
5787,568902419972694016,negative,1.0,Customer Service Issue,0.6911,US Airways,,DoctorRedz,,0,"@USAirways Nightmarish customer service. Further to that, as an elite member, I'm appalled.",,2015-02-20 14:38:01-08:00,Jamaica,Eastern Time (US & Canada)
6546,570253932880007168,negative,0.6687,Flight Booking Problems,0.3442,American,,PowerSurgeMusic,,0,@AmericanAir Please explain why it costs almost the same price of a full roundtrip fair to only change the departure time of a flight?,,2015-02-24 08:08:27-08:00,✅,Pacific Time (US & Canada)
2904,569003484701282304,negative,0.6955,Cancelled Flight,0.6955,Southwest,,ParkerBrown_,,0,@SouthwestAir got a text my flight was Cancelled Flightled! Now what do I do :/?? Help please!!!,,2015-02-20 21:19:36-08:00,The Ohio State University,Quito
4030,569638521817968641,neutral,1.0,,,Delta,,sicula,,0,@JetBlue Help - I left my Nikon camera under the seat in front of me. What do I do?,"[40.79874419, -73.82756667]",2015-02-22 15:23:01-08:00,"Stratford, CT",Eastern Time (US & Canada)
1105,569364890307190784,neutral,1.0,,,United,,kreespa,,0,@united if I was rebooked do I have to pick up my luggage?,,2015-02-21 21:15:42-08:00,Little Rhody,Eastern Time (US & Canada)
1953,568204231271796736,positive,0.6753,,,United,,RobandMeg,,0,"@united landing in anchorage, then on our way to fairbanks! http://t.co/FjkvQMbmaS",,2015-02-18 16:23:40-08:00,"Staten Island, NY",Eastern Time (US & Canada)
7522,569650813070483457,negative,1.0,Late Flight,1.0,American,,SandraSSaid,,0,@AmericanAir AA 1657 was also over an hour Late Flight to depart Ohare and now we have no luggage. Not happy standing in a long line at baggage svc,,2015-02-22 16:11:52-08:00,"Brookfield, WI",Eastern Time (US & Canada)
5047,570033554492690432,negative,1.0,Late Flight,1.0,US Airways,,RoxyShepherd,,1,@USAirways every single time i fly you guys i am delayed at least 30 minutes. Every time. On flight 5612 out of #CLT to nola.,,2015-02-23 17:32:44-08:00,"New Orleans, LA",Atlantic Time (Canada)
5701,569171651381702657,negative,1.0,Customer Service Issue,0.6522,US Airways,,nickdawson,,0,@USAirways gold desk quoting me $900 to rebook due to weather. Can buy first seat on same flight for $440. Why? On hold for 45+ mins now,"[0.0, 0.0]",2015-02-21 08:27:51-08:00,"Washington, DC",Eastern Time (US & Canada)
5258,569719242427396096,negative,1.0,Cancelled Flight,0.6987,US Airways,,MelCMP,,0,@USAirways not given option for new flight! Why can't we get a plane PHL-MIA? 20years as an #eventprof this is worst travel experience ever,,2015-02-22 20:43:46-08:00,Pennsylvania,Eastern Time (US & Canada)
91,569566981835218944,negative,1.0,Flight Booking Problems,0.6556,Virgin America,,intlwriter,,0,"@VirginAmerica I rang, but there is a wait for 35 minutes!! I can book the same ticket through a vendor, fix your site",,2015-02-22 10:38:45-08:00,@ the moment in New Delhi,Pacific Time (US & Canada)
792,569714640764035073,negative,1.0,Lost Luggage,1.0,United,,Nic_Thoman23,,0,@united compensate us for new clothes bet you won't,"[45.67922537, -111.04823044]",2015-02-22 20:25:29-08:00,GLP,Eastern Time (US & Canada)
6610,570216815105847296,neutral,0.6646,,0.0,American,,oobunillaoo,,0,@AmericanAir when will you be issuing a weather advisory for RDU?? the entire state of NC has shut down from the overnight winter storm.,,2015-02-24 05:40:57-08:00,usa::fr::uk,London
4462,568737248931397632,neutral,1.0,,,Delta,,SMHillman,,0,@JetBlue it's time for our #brandmance 2 go #UpWhereWeBelong https://t.co/KtAWbiUUro,,2015-02-20 03:41:41-08:00,"New York, NY",Eastern Time (US & Canada)
2586,569702019797286913,positive,1.0,,,Southwest,,mmcbride1007,,0,@SouthwestAir thanks! Very excited to see it :D,,2015-02-22 19:35:20-08:00,STL,Central Time (US & Canada)
7427,569670523765960704,positive,1.0,,,American,,gerardoquezada_,,0,@AmericanAir thanks for the show! 👍,,2015-02-22 17:30:11-08:00,Ciudad Juárez MX. [CJS/MMCS],Mountain Time (US & Canada)
3473,567853059419856896,negative,0.6413,Bad Flight,0.6413,Southwest,,narrysslippers,,0,@SouthwestAir Im just praying you get me home alive,,2015-02-17 17:08:14-08:00,0/5 0/4,Eastern Time (US & Canada)
30,570006886012973056,positive,0.657,,,Virgin America,,joyabsalon,,0,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews all the way though @ladygaga was very impressive! NO to @Carrieunderwood,,2015-02-23 15:46:46-08:00,Northern Virginia,Eastern Time (US & Canada)
7699,569601869598867456,positive,1.0,,,American,,mattlantz,,0,@AmericanAir You guys did an amazing job today! Know it’s hard; thanks to Kate Appleton for all her hard work reFlight Booking Problems my friends and me!,,2015-02-22 12:57:23-08:00,"Tyler, Texas",Central Time (US & Canada)
1475,568902405909143552,negative,1.0,Can't Tell,0.6582,United,,AlsoRococo,,1,@united also doesn't help me. I'm a very frequent flier and united premiere gold. Apparently that means nothing.,,2015-02-20 14:37:57-08:00,Los Angeles,Pacific Time (US & Canada)
7624,569618884577218560,negative,1.0,Late Flight,1.0,American,,mattadams_,,0,@AmericanAir two delayed flights today that weren't weather reLate Flightd. Keep up the good work!,,2015-02-22 14:04:59-08:00,"ÜT: 29.717516,-95.505488",Central Time (US & Canada)
3620,567723534344933376,negative,1.0,Late Flight,1.0,Southwest,,deantak,,0,@SouthwestAir discount for three delays?,,2015-02-17 08:33:33-08:00,Silicon Valley,Pacific Time (US & Canada)
1090,569374127187820545,negative,1.0,Customer Service Issue,0.7040000000000001,United,,L_Simmons,,0,"@united poor showing today, no assistance to passengers who mis connected due to maintenance and waiting for baggage",,2015-02-21 21:52:25-08:00,"Vancouver, BC",Eastern Time (US & Canada)
4854,567810573002620928,neutral,0.6612,,,Delta,,vincenzolandino,,0,"seriously, I want to work on the JetBlue social team RT @JetBlue: @vincenzolandino http://t.co/eiGaJyzcW2",,2015-02-17 14:19:24-08:00,NYC | CT,Eastern Time (US & Canada)
3279,568225322543538176,neutral,0.6518,,,Southwest,,bsrubin,,0,"@SouthwestAir Looks like 'On February 19, 2015, we will open our schedule for sale through October 30, 2015' - know what time that will be?",,2015-02-18 17:47:28-08:00,"Boston, MA",Eastern Time (US & Canada)
1414,568957558444175360,negative,1.0,Customer Service Issue,0.6436,United,,eddietemistokle,,1,@united how much longer United?? Been on the phone for over an hour to straighten out a star alliance upgrade!!! http://t.co/U1ViEuiDF5,,2015-02-20 18:17:07-08:00,New York City,Central Time (US & Canada)
330,570291813912858625,negative,1.0,Can't Tell,0.7071,United,,Guggero,,0,"@united thats weak. See ya 👋
Hey @VirginAmerica !!",,2015-02-24 10:38:58-08:00,NYC,Eastern Time (US & Canada)
230,568490223417602050,positive,1.0,,,Virgin America,,beasharif,,0,"@VirginAmerica love you guys, but pls get some direct routes LAS to AUS!",,2015-02-19 11:20:05-08:00,The World,Pacific Time (US & Canada)
3716,570066245195829249,negative,1.0,Late Flight,1.0,Delta,,djcheros,,0,@JetBlue you delay all my flights. Then you redirect my gate. Then you tell me had we stuck with the original gate we would have 1/3,,2015-02-23 19:42:38-08:00,"Portland, Maine",Eastern Time (US & Canada)
1397,568968480717983744,negative,0.6966,Customer Service Issue,0.6966,United,,MrsHeyGil,,0,@united you asked me to DM then ignore them. Please assist in changing to another flight today- 21 Feb fra to mco avoiding IAD.,,2015-02-20 19:00:31-08:00,"Obersulzbach, Germany",Quito
6746,570080545461407745,negative,1.0,Customer Service Issue,1.0,American,,samcurly,,0,"@AmericanAir even followed me, but I still can't get them to answer their phones. Worst. Customer ""service"". Ever. #customerservice #fail",,2015-02-23 20:39:28-08:00,LA,Pacific Time (US & Canada)
2714,569350730034728960,negative,1.0,Cancelled Flight,0.6524,Southwest,,Julienbrandt,,0,@SouthwestAir u texted that my flight from Denver to SD tmrw is Cancelled Flightled? Been on hold for an hour trying to get help. Any other flights?,"[39.73217408, -105.0050626]",2015-02-21 20:19:26-08:00,San Diego,Pacific Time (US & Canada)
3283,568215698524246016,positive,1.0,,,Southwest,,michaeljeffers,,0,@southwestair thanks for taking it up a notch!! leinenkugels #craftbeer #goodflight @ Norfolk… http://t.co/TgSLjjN6g0,"[36.898315, -76.204491]",2015-02-18 17:09:14-08:00,The Hill!!!,Santiago
7500,569655861297049600,negative,1.0,Lost Luggage,1.0,American,,KerithBurke,,0,@AmericanAir pleaseeee find my suitcase. I want deoderant and a clean shirt for work tomorrow :(,,2015-02-22 16:31:55-08:00,SNY in NYC.,Eastern Time (US & Canada)
1891,568271741207891968,negative,1.0,Customer Service Issue,0.3696,United,,patrick_maness,,0,@united I would have made it if you hadn't already booked me on another flight and Cancelled Flighted my original reservation.,,2015-02-18 20:51:55-08:00,Rhode Island,Eastern Time (US & Canada)
7704,569601332040089600,neutral,1.0,,,American,,SamuelWatkin,,0,@AmericanAir how realistic is it to make an 80 minute domestic to international transfer at JFK for a non US citizen?,,2015-02-22 12:55:14-08:00,"Maidstone, UK",London
6790,570044497330987008,negative,1.0,Cancelled Flight,1.0,American,,krescate,,0,"Without notifying though? “@AmericanAir: @krescate We don't like Cancelled Flightling flights, Kim, but weather has not played nice with us.""",,2015-02-23 18:16:13-08:00,San Diego,Pacific Time (US & Canada)
6545,570254322694557696,negative,0.6681,Customer Service Issue,0.6681,American,,oobunillaoo,,0,"@AmericanAir just look at RDU airport. please think about the safety of your passengers. we cant get to RDU safely!

http://t.co/wDyEkVB1Ze",,2015-02-24 08:10:00-08:00,usa::fr::uk,London
7436,569666814017294339,neutral,0.6554,,0.0,American,,derekc21,,0,"@AmericanAir @derekc21 , so what would be a file number that works , needs to be 10 characters , email me derek.austin@century21.ca  easier",,2015-02-22 17:15:27-08:00,"Innisfail, Alberta",Mountain Time (US & Canada)
6351,570301488192458752,negative,0.6703,Customer Service Issue,0.6703,American,,skgiffard,,0,.@AmericanAir can you connect me to a person without having to wait 2+ hours on hold? I still haven't been able to resolve the problem.,,2015-02-24 11:17:25-08:00,"Boston, MA",Eastern Time (US & Canada)
6008,568422454609219584,negative,1.0,Flight Attendant Complaints,0.3626,US Airways,,Heartliss,,0,@USAirways they had to turn the seat cushions over and clean the area. Please explain this issue?,,2015-02-19 06:50:48-08:00,Here. There. Everywhere. ,Quito
736,569835312106618880,neutral,0.6861,,0.0,United,,crsmoore,,0,@united Will definitely do so. Sending a DM now.,,2015-02-23 04:25:00-08:00,USA / The World,Eastern Time (US & Canada)
7380,569680659288969218,negative,1.0,Flight Attendant Complaints,0.3731,American,,Gregm528,,0,@AmericanAir you have the poorest trained employees at these desks. I haven't even started to discuss the #lostluggage yet,,2015-02-22 18:10:27-08:00,NY,Eastern Time (US & Canada)
872,569642063005753344,negative,1.0,Flight Attendant Complaints,1.0,United,,FlyRightSeat10,,0,"@united been good 15yr ""friendly skies"" relationship. 2day agent told me I'm ""only Canadian"" and thus not good enough for military preboard",,2015-02-22 15:37:05-08:00,Canada,Eastern Time (US & Canada)
6188,567865703765798912,negative,1.0,Customer Service Issue,1.0,US Airways,,mttdprkr,,0,"@USAirways No, they won't because after 5 hours of holding I had to give up because I couldn't borrow the phone any longer. 5 hours...",,2015-02-17 17:58:28-08:00,"Vancouver, WA",Pacific Time (US & Canada)
469,570055898367799296,negative,1.0,Cancelled Flight,0.3417,United,,kimberlytwaters,,0,@united I'm very frustrated and have wasted 2 days now due to your equipment failures.,"[39.85862444, -104.6768992]",2015-02-23 19:01:31-08:00,Gainesville GA,Atlantic Time (Canada)
4339,568930822952103938,negative,1.0,Customer Service Issue,0.6376,Delta,,KTrerotola,,0,@JetBlue just called that number and left message. Are you at to pass along message to team too?,,2015-02-20 16:30:53-08:00,"Boston, MA",Eastern Time (US & Canada)
3890,569926460036657152,negative,0.6759,Can't Tell,0.6759,Delta,,AdamNMayer,,1,@JetBlue I just booked a flight with you guys. I'm reconsidering that decision now after reading this tweet.,,2015-02-23 10:27:11-08:00,San Francisco,Pacific Time (US & Canada)
6149,568032524749942784,negative,1.0,Customer Service Issue,0.6725,US Airways,,acimino,,0,"@USAirways grades for this trip:

Flight timeliness: 👎✈️
Cancelled Flightations: 👎😬
Customer Service: 👎😡
Flight attendants: 😊👏","[35.23185283, -80.96487203]",2015-02-18 05:01:22-08:00,"Atlanta, Ga. ",Eastern Time (US & Canada)
6475,570284308210032640,negative,1.0,Customer Service Issue,0.6632,American,,BartonDVM,,0,"@AmericanAir Its not that I wasn't offered ""perks"" by @USAirways.  I ASKED and was told, ""NO."" #thenewamerican",,2015-02-24 10:09:09-08:00,Arkansas,Central Time (US & Canada)
7009,569931787398303744,positive,1.0,,,American,,pornobobbie,,0,@AmericanAir THANK YOU FOR ALL THE HELP!  :P You guys are the best.  #americanairlines #americanair,,2015-02-23 10:48:21-08:00,"ÜT: 37.77581,-122.419796",Pacific Time (US & Canada)
6636,570195668850995200,negative,1.0,Bad Flight,0.6687,American,,perelmuterm,,0,"@AmericanAir I would love to say the same but it's not so much. 5hs flight, no internet, no personal A/C, 20yr old plane. #NoFunAtAll",,2015-02-24 04:16:55-08:00,Miami,Eastern Time (US & Canada)
6730,570090452809949184,neutral,1.0,,,American,,uneek1908,,0,@AmericanAir well we cleared customs in AUH. I need to get to IAH after I arrive in DFW. Is it possible to retrieve my luggage in IAD?,,2015-02-23 21:18:50-08:00,The Great State of TEXAS,Central Time (US & Canada)
1360,569012722169466880,positive,0.7021,,,United,,robbshurr,,0,"@United, will you fill it? Yes they will. Thanks! #BringYourOwn, @kleankanteen http://t.co/daaa0rqBXW",,2015-02-20 21:56:19-08:00,"Boulder, CO",Mountain Time (US & Canada)
2813,569228870177591298,negative,0.6739,Cancelled Flight,0.6739,Southwest,,HaleyKateB,,0,"@SouthwestAir Sure was,  with @Delta  looks like I'll make my birthday celebration after all.",,2015-02-21 12:15:13-08:00,"Branson, MO",Central Time (US & Canada)
90,569572942381649920,negative,1.0,Customer Service Issue,0.6983,Virgin America,,paulnakada,,0,@VirginAmerica having problems Flight Booking Problems on the web site. keeps giving me an error and to contact by phone.  phone is 30 minute wait.,,2015-02-22 11:02:26-08:00,San Francisco,Pacific Time (US & Canada)
5588,569355923396780032,negative,1.0,Late Flight,1.0,US Airways,,ColfaxCapital,,0,@USAirways Flight 496. How are u going to compensate me for sitting on the tarmac for 90+ mins and missing my PHX - BOS connection?,,2015-02-21 20:40:04-08:00,"39.0708° N, 106.9886° W",Quito
1333,569083899478994944,positive,0.6735,,,United,,filmbizpro,,0,Hey @united you've upgraded me on a 10 hour International flight. I forgive you :-) thank you!,,2015-02-21 02:39:09-08:00,Amsterdam/Malibu,Amsterdam
398,570188838775103488,negative,1.0,Customer Service Issue,1.0,United,,Evan_Flay,,0,@united service so far has been horrid. We wanted to end the trip on a high note. Guess that's not an option.,"[29.987463, -90.25860012]",2015-02-24 03:49:47-08:00,Seattle,Pacific Time (US & Canada)
3413,568055034296049664,negative,1.0,Lost Luggage,0.6799,Southwest,,luvthispayne,,0,"@SouthwestAir I, along with other passengers repeatedly asked Southwest personnel what was taking so long, where was our luggage.",,2015-02-18 06:30:48-08:00,Somewhere over the rainbow.,Atlantic Time (Canada)
6168,567908391256875008,negative,1.0,Lost Luggage,1.0,US Airways,,All_that_Jaz,,0,"@USAirways Already filed a report personally at the airport, however they have no idea where it is even with a tracking number.",,2015-02-17 20:48:06-08:00,Under your bed,Quito
4121,569534889055395841,negative,1.0,Customer Service Issue,0.6733,Delta,,jackburke,,0,@JetBlue u guys have 2b kidding. No help anywhere. 5 hour delays? Still no answers. Bad cust service. #idlovetoask http://t.co/DPX3yoGTEj,,2015-02-22 08:31:13-08:00,austin,Eastern Time (US & Canada)
2990,568880146284982272,neutral,0.6875,,0.0,Southwest,,ThomRegan,,0,"@SouthwestAir left behind iPad Air on flight 505 from Bradley to BWI, plane had already left by the time I realized. Can you possibly help?",,2015-02-20 13:09:30-08:00,"USA, USA!",Eastern Time (US & Canada)
4239,569238252676378627,neutral,0.6922,,0.0,Delta,,PatricePinkFile,,0,@JetBlue BOS to DCA 1098 at 7:16 pm.,,2015-02-21 12:52:30-08:00,"Washington, DC",Eastern Time (US & Canada)
4548,568501539167473664,neutral,1.0,,,Delta,,JetBlueNews,,0,@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/5fmipW9dhi,,2015-02-19 12:05:03-08:00,USA,Sydney
3797,569960010249334784,negative,1.0,Bad Flight,0.6809,Delta,,heyheyman,,0,@JetBlue We had some major plane-wide DirectTV issues yesterday. System kept being reset by crew member.,,2015-02-23 12:40:30-08:00,"Boston, MA",Eastern Time (US & Canada)
4684,568182544124014592,negative,1.0,Lost Luggage,0.8436,Delta,negative,edgarsantana,"Lost Luggage
Damaged Luggage",0,@JetBlue I am heading to JFK now just on principle alone to deal w my lost &amp; damaged bag. #jetblue #jetbluesucks #jfk #badservice #fail,,2015-02-18 14:57:29-08:00,"ÜT: 40.96513,-73.872957",Eastern Time (US & Canada)
803,569705212274995201,negative,1.0,Flight Attendant Complaints,0.3441,United,,DRVerges,,0,@united  Otis in the baggage claim by Bay #8. not at all happy but not nearly as pissed.,,2015-02-22 19:48:01-08:00,Chicago,Central Time (US & Canada)
3277,568233937761230848,negative,0.6919,Flight Booking Problems,0.3594,Southwest,,azcindy38,,0,@SouthwestAir I fly SWA a lot - ALWAYS purchase EB and NEVER past A30... Rethinking the SWA process.  Very misleading.,,2015-02-18 18:21:42-08:00,"Chandler, AZ ",Arizona
3082,568768156841308160,negative,1.0,Flight Booking Problems,0.3763,Southwest,,luoyegongfu,,0,@SouthwestAir that's bull. Once you add a fare to the cart you should be locked in. I made it all the way to PayPal.,,2015-02-20 05:44:30-08:00,"Tempe, AZ & World Wide",Tehran
1261,569218838190907393,positive,0.6487,,0.0,United,,marynevis,,0,@united They finally gave in a let him on. After they threatened to send him back to Vegas on coach. Thnx.,,2015-02-21 11:35:21-08:00,"Beautiful Stockton, CA",Pacific Time (US & Canada)
466,570063224328081408,negative,1.0,Flight Attendant Complaints,1.0,United,,hellojennizzle,,0,"@united Flight attendant never served me my beverage (tea), and not once checked up on me. What gives? #ua6076 #notcool",,2015-02-23 19:30:38-08:00,Cornfields,London
6722,570097189617143808,negative,0.6948,Can't Tell,0.3722,American,,KyleKaplan,,0,@AmericanAir it's beyond complicated now and it feels like when I used to fly with United. Platinum means nothing.,,2015-02-23 21:45:36-08:00,"iPhone: 40.829401,-73.926223",Pacific Time (US & Canada)
2527,569904613069103104,negative,1.0,Lost Luggage,1.0,Southwest,,B_Mac87,,0,"@SouthwestAir I did, but no one can find the bag and we need everything in it in the next two hours.",,2015-02-23 09:00:22-08:00,"Raleigh, North Carolina",Mountain Time (US & Canada)
2021,568149201466617856,negative,1.0,Late Flight,1.0,United,,JackAcree,,0,@united As a Million Miler I've been delayed plenty. NEVER in the amateurish way@SilverAirwsys does it. I'd be embarrassed to be affiliated.,,2015-02-18 12:44:59-08:00,United States,Eastern Time (US & Canada)
2364,570284111425892353,positive,1.0,,,Southwest,,RebeccaKling,,0,@SouthwestAir Thanks so much!,,2015-02-24 10:08:22-08:00,Chicago,Central Time (US & Canada)
113,569304030847090688,negative,1.0,Flight Booking Problems,0.6705,Virgin America,,alexrkonrad,,0,@VirginAmerica trying to book a flight with you guys and your website won't let me... about to lose my business,,2015-02-21 17:13:52-08:00,"New York, NY",Eastern Time (US & Canada)
6316,567729325810917377,negative,1.0,Cancelled Flight,0.6959,US Airways,,LucyALloyd,,0,@USAirways No kidding. Oy.,,2015-02-17 08:56:33-08:00,Downers Grove,Central Time (US & Canada)
6403,570275314036649984,positive,0.6749,,0.0,American,,susqhb,,0,@AmericanAir None of the #LAX flights into #DFW have been Cancelled Flightled. Those landing before and after ours are fine. Completely arbitrary.,,2015-02-24 09:33:24-08:00,Dallas via NYC via the OC,Central Time (US & Canada)
7012,569930805688053761,negative,1.0,Customer Service Issue,1.0,American,,LeslieWolfson,,0,@AmericanAir  terrible response! How about someone picking up the phone and calling me...It is now 49 Hours with no luggage,,2015-02-23 10:44:27-08:00,Miami Beach,Central Time (US & Canada)
7095,569884285659848704,negative,1.0,Customer Service Issue,0.6905,American,,bombadiltiff,,0,@AmericanAir been trying to speak to agent for 24hrs about my Cancelled Flightled flight but reps always busy. how do I get ahold of you?,,2015-02-23 07:39:36-08:00,fort worth,Central Time (US & Canada)
5269,569710305707601920,negative,1.0,Late Flight,1.0,US Airways,,EAFiedler,,0,"@USAirways flight #703 Philly -&gt; Mia? Bwahahaha! Delayed 5+ hrs, were in the air 30 mins then turned back around. #usairwaysfail",,2015-02-22 20:08:16-08:00,Philly,Eastern Time (US & Canada)
